iter	Passed	Remaining
823	16830	3594
824	16845	3573
825	16858	3551
826	16870	3529
827	16884	3507
828	16895	3485
829	16908	3463
830	16920	3441
831	16931	3418
832	16943	3396
833	16955	3374
834	16965	3352
835	16976	3330
836	16987	3308
837	16998	3286
838	17008	3263
839	17019	3241
840	17031	3220
841	17042	3197
842	17053	3176
843	17064	3154
844	17074	3132
845	17084	3110
846	17095	3088
847	17105	3066
848	17116	3044
849	17126	3022
850	17136	3000
851	17147	2978
852	17158	2957
853	17169	2935
854	17181	2913
855	17191	2892
856	17201	2870
857	17212	2848
858	17224	2827
859	17234	2805
860	17244	2783
861	17255	2762
862	17265	2740
863	17276	2719
864	17287	2698
865	17299	2676
866	17316	2656
867	17329	2635
868	17343	2614
869	17356	2593
870	17366	2572
871	17389	2552
872	17400	2531
873	17412	2510
874	17426	2489
875	17438	2468
876	17448	2447
877	17459	2425
878	17469	2404
879	17479	2383
880	17491	2362
881	17500	2341
882	17511	2320
883	17522	2299
884	17532	2278
885	17544	2257
886	17557	2236
887	17568	2215
888	17579	2194
889	17592	2174
890	17603	2153
891	17615	2132
892	17628	2112
893	17640	2091
894	17649	2070
895	17659	2049
896	17670	2029
897	17681	2008
898	17692	1987
899	17701	1966
900	17711	1946
901	17721	1925
902	17730	1904
903	17739	1883
904	17749	1863
905	17758	1842
906	17768	1821
907	17779	1801
908	17789	1780
909	17799	1760
910	17809	1739
911	17819	1719
912	17829	1699
913	17839	1678
914	17849	1658
915	17859	1637
916	17869	1617
917	17879	1597
918	17889	1576
919	17901	1556
920	17913	1536
921	17924	1516
922	17936	1496
923	17947	1476
924	17957	1456
925	17967	1435
926	17983	1416
927	17993	1396
928	18004	1375
929	18014	1355
930	18024	1335
931	18034	1315
932	18045	1295
933	18054	1275
934	18063	1255
935	18073	1235
936	18083	1215
937	18092	1195
938	18102	1175
939	18141	1157
940	18157	1138
941	18178	1119
942	18188	1099
943	18204	1079
944	18214	1060
945	18225	1040
946	18235	1020
947	18245	1000
948	18255	981
949	18265	961
950	18274	941
951	18283	921
952	18292	902
953	18302	882
954	18311	862
955	18320	843
956	18330	823
957	18339	804
958	18347	784
959	18357	764
960	18367	745
961	18376	725
962	18385	706
963	18394	686
964	18403	667
965	18412	648
966	18421	628
967	18430	609
968	18439	589
969	18449	570
970	18458	551
971	18467	531
972	18476	512
973	18485	493
974	18494	474
975	18503	454
976	18511	435
977	18520	416
978	18529	397
979	18539	378
980	18547	359
981	18556	340
982	18564	321
983	18572	301
984	18580	282
985	18588	263
986	18596	244
987	18604	225
988	18611	207
989	18619	188
990	18628	169
991	18636	150
992	18644	131
993	18653	112
994	18660	93
995	18668	74
996	18676	56
997	18684	37
998	18692	18
999	18700	0
