iter	Passed	Remaining
900	3814	419
901	3816	414
902	3818	410
903	3820	405
904	3822	401
905	3824	396
906	3826	392
907	3828	387
908	3830	383
909	3831	378
910	3833	374
911	3835	370
912	3837	365
913	3839	361
914	3841	356
915	3843	352
916	3845	348
917	3847	343
918	3849	339
919	3850	334
920	3852	330
921	3854	326
922	3855	321
923	3857	317
924	3858	312
925	3860	308
926	3862	304
927	3864	299
928	3866	295
929	3868	291
930	3870	286
931	3872	282
932	3874	278
933	3876	273
934	3878	269
935	3880	265
936	3881	261
937	3884	256
938	3886	252
939	3887	248
940	3889	243
941	3891	239
942	3893	235
943	3895	231
944	3897	226
945	3898	222
946	3900	218
947	3902	214
948	3904	209
949	3906	205
950	3907	201
951	3909	197
952	3911	192
953	3913	188
954	3915	184
955	3917	180
956	3918	176
957	3920	171
958	3922	167
959	3924	163
960	3925	159
961	3927	155
962	3929	150
963	3931	146
964	3932	142
965	3934	138
966	3936	134
967	3938	130
968	3940	126
969	3942	121
970	3944	117
971	3946	113
972	3948	109
973	3949	105
974	3951	101
975	3954	97
976	3956	93
977	3957	89
978	3959	84
979	3961	80
980	3963	76
981	3965	72
982	3966	68
983	3968	64
984	3970	60
985	3972	56
986	3973	52
987	3975	48
988	3977	44
989	3979	40
990	3980	36
991	3982	32
992	3984	28
993	3986	24
994	3988	20
995	3990	16
996	3991	12
997	3993	8
998	3995	3
999	3997	0
998	4064	4
999	4066	0
	24
994	4023	20
995	4025	16
996	4027	12
997	4029	8
998	4031	4
999	4033	0
