iter	Passed	Remaining
970	12585	375
971	12590	362
972	12596	349
973	12600	336
974	12604	323
975	12608	310
976	12613	296
977	12617	283
978	12621	270
979	12625	257
980	12629	244
981	12634	231
982	12639	218
983	12643	205
984	12646	192
985988	12632991	1989	12644992	1990	1265993	19991	126994	199992	12995	12640	50
996	12660	38
997	126995	12998	199996	127399599997	12739	25
998	12743	12
999	12746	0
12483	12
999	12486	0
12	12
999	12717	0
